sepal_length__cm,sepal_width__cm,petal_length__cm,petal_width__cm,target
4.90730207318393,3.4355867682757175,1.8503731777692907,0.23086855616979754,0
5.481207474410084,4.1596639199581125,1.5362431469727251,0.29444075562314675,0
5.979376385585273,4.400798640156913,1.2955603108892957,0.3985566682331311,0
5.506711204733566,4.471688557491115,1.5153705142718086,0.30265898969268623,0
5.372147059660723,4.041943670183114,1.7657426392644364,0.4419768765533992,0
5.7720492326129875,4.192967252515051,1.3102643723352512,0.28007897192508424,0
5.561591760093804,3.9554578423275393,1.258068981309013,0.09905865517437168,0
5.075949360384659,3.8839778277705257,1.8954979997757704,0.36411326083049267,0
5.711269776170943,4.370365026088121,1.263926310338259,0.20535271394218518,0
5.518525661397723,3.905712399897207,1.6247680697052844,0.4006437358422849,0
5.482308762653638,4.023174434830301,1.3691647200227894,0.1461854223942042,0
5.309779263550275,3.863501603859296,1.7095819711075977,0.35520706252109185,0
5.113011657549064,3.53571831272063,1.723922278322859,0.24033941727954486,0
5.301565551418339,3.749332220182291,1.5612214446173847,0.2130329871196771,0
5.623736806115054,4.449189600542134,1.4588021366035449,0.3321634232004377,0
5.356990637555517,3.9256564709291473,1.455745923857698,0.15184494739182758,0
5.255671708066784,3.7253335146343693,1.4939885853984722,0.13423218940441828,0
6.1765572356857605,4.602125820284724,0.9323363534695569,0.1939835359788432,0
5.332451936134208,4.116186293170068,1.825056898582232,0.4723345705989692,0
4.96036092600028,3.555983263153367,1.9771941312399268,0.3715501008665127,0
5.117263511088071,3.6498815701162486,1.75652355871276,0.2771556797592628,0
5.394100616356553,3.793910555625892,1.5163583708483492,0.22927437353659155,0
5.443858420679863,4.239654932652906,1.6540679720653289,0.38863135252368564,0
5.475338295269211,3.872385133254248,1.6416035280227925,0.39056140076228035,0
5.471938507046359,4.12516022061204,1.6016898458880697,0.3591270824996269,0
4.745795174041398,3.470904168116459,1.9676291090894051,0.23340499642427562,0
5.949093640732393,4.492457264649245,1.1696660809948591,0.28002202876000243,0
5.4242895086223815,3.9909853897535887,1.5151061137964765,0.2435564525200714,0
4.938455646220191,3.6603346985997205,1.7363187251523295,0.14225184024475782,0
4.8544232117451545,3.7775302491951193,2.0233253747486177,0.3636974978454121,0
5.6556107524503165,4.29835500165347,1.4335647578466402,0.31822977881518055,0
5.933288527893632,4.290160236555429,1.26517868981224,0.3433661266910878,0
5.723540467467892,4.004248651099857,1.236278933883175,0.1830199951451137,0
5.072209174516601,3.8888578494546575,1.8871324726404415,0.3717960028132449,0
5.838591297885871,4.405941915153583,1.2133831434453324,0.2417640575373035,0
5.690153378935908,4.4714499584349365,1.4523016429836497,0.3615387774277066,0
5.338886594113535,3.813631431532284,1.6152320312371204,0.2866401134717143,0
5.1003091711732536,4.117570695660338,1.6883784400747344,0.20921812237748905,0
5.8169862345025685,4.1455670611484905,1.2761885887107547,0.2826419436522915,0
4.905588175890521,3.819665756195326,1.9041187945418314,0.2797090398117117,0
5.135325702374962,3.5502987120449747,1.5633342068006248,0.10875095784636371,0
5.63600724696326,4.280012356037151,1.484044685089261,0.3555437242529246,0
5.273124071950264,3.819511911088608,1.5522185575193879,0.1968347126639449,0
5.407367009741172,3.8368562076916075,1.2231696282899478,-0.026163506194198716,0
5.714018175254364,4.193201453828528,1.3061945093094445,0.24629822174960903,0
5.282989600331232,3.779660484720989,1.7157835782672657,0.3324232722550655,0
5.486730480832372,4.02747533749614,1.3954385589338185,0.17506780830752944,0
5.380894777288543,3.8134582269543835,1.598614694131839,0.297131568124217,0
5.299394933852359,4.093854102069013,1.71421726852075,0.3543444055955517,0
5.144489641101326,3.4647403053834775,1.7338995046993677,0.2646357035964391,0
5.1497786137601365,3.8276912067118882,1.6222597525827953,0.19654393491808736,0
5.104067186688797,3.790899176035131,1.565034779400858,0.10032316877180694,0
5.5276539610753215,3.918258658570657,1.4516646674797284,0.25476515747862827,0
5.315001555313422,4.288541354975058,1.430741058555606,0.09995999962183647,0
5.169365377042621,3.9001211447585074,1.9156139324767454,0.4555261061979996,0
5.389377219469502,3.9954958928456943,1.7295294046400846,0.42297428718468066,0
5.584554387188769,4.149924002285192,1.4059298440670764,0.24830125368901787,0
4.862799290025151,3.1657093612769627,2.0180270651525065,0.34909679983877046,0
5.638347586193716,4.000554602045695,1.3671320201928931,0.24847133562131532,0
